ENOG410VA9E	ENSP00000351790, ENSP00000425556	ENSPTRP00000028462, ENSPTRP00000046961
ENOG410VFZC	ENSP00000302502	ENSPTRP00000013141
ENOG410VFZN	ENSP00000369344	ENSPTRP00000048345
ENOG410VFZJ	ENSP00000407653	ENSPTRP00000054905
ENOG410VFZI	ENSP00000328973	ENSPTRP00000041830
ENOG410VXKC	ENSP00000452943	ENSPTRP00000060769
ENOG410V5V7	ENSP00000350854	ENSPTRP00000046036
ENOG410V5VH	ENSP00000385720, ENSP00000371897	ENSPTRP00000052727, ENSPTRP00000019216
ENOG410V5VJ	ENSP00000450399, ENSP00000350876, ENSP00000347890, ENSP00000362014	ENSPTRP00000050156, ENSPTRP00000058895, ENSPTRP00000056601, ENSPTRP00000046399
ENOG410V5VG	ENSP00000368547	ENSPTRP00000039930
ENOG410V5VB	ENSP00000380073	ENSPTRP00000055411
ENOG410V5VW	ENSP00000343463, ENSP00000354927	ENSPTRP00000016161, ENSPTRP00000021280
ENOG410V5VP	ENSP00000312129	ENSPTRP00000014359
ENOG410VIN7	ENSP00000310585	ENSPTRP00000017683
ENOG410V5QM	ENSP00000219473	ENSPTRP00000014368
ENOG410V5QT	ENSP00000446880, ENSP00000376534	ENSPTRP00000008685, ENSPTRP00000021476
ENOG410V5Q0	ENSP00000364403	ENSPTRP00000000457
ENOG410V6Q1	ENSP00000227266	ENSPTRP00000007145
ENOG410V6Q7	ENSP00000263239, ENSP00000314348	ENSPTRP00000021219, ENSPTRP00000007324
ENOG410VK2N	ENSP00000356162	ENSPTRP00000003156
ENOG410VK2E	ENSP00000363873	ENSPTRP00000052661
ENOG410VK2B	ENSP00000375429, ENSP00000375428, ENSP00000459215, ENSP00000458618	ENSPTRP00000015577, ENSPTRP00000015578
ENOG410VK28	ENSP00000228438	ENSPTRP00000007967
ENOG410VK23	ENSP00000385592	ENSPTRP00000055638
ENOG410V8NR	ENSP00000377486	ENSPTRP00000020776
ENOG410V6QS	ENSP00000358016	ENSPTRP00000049764
ENOG410V6QQ	ENSP00000263881, ENSP00000013125, ENSP00000380066, ENSP00000294066	ENSPTRP00000010729, ENSPTRP00000020357, ENSPTRP00000018743, ENSPTRP00000006632
ENOG410V6QF	ENSP00000338788	ENSPTRP00000021742
ENOG410V6QE	ENSP00000450635, ENSP00000344166	ENSPTRP00000023422, ENSPTRP00000023421
ENOG410V6QJ	ENSP00000248996	ENSPTRP00000024336
ENOG410V6QH	ENSP00000380795	ENSPTRP00000055616
ENOG410V6QM	ENSP00000223029	ENSPTRP00000032287
ENOG410V5HT	ENSP00000005386	ENSPTRP00000008310
ENOG410V5HZ	ENSP00000243706	ENSPTRP00000027290
ENOG410V5HG	ENSP00000383333, ENSP00000347821	ENSPTRP00000023905, ENSPTRP00000045043
ENOG410V5HD	ENSP00000415106	ENSPTRP00000040152
ENOG410V5H7	ENSP00000417132	ENSPTRP00000025898
ENOG410V5H4	ENSP00000336616	ENSPTRP00000008800
ENOG410V5H5	ENSP00000373713	ENSPTRP00000051433
ENOG410V5BC	ENSP00000345144, ENSP00000258646	ENSPTRP00000009979, ENSPTRP00000009995
ENOG410V5BG	ENSP00000299295	ENSPTRP00000023778
ENOG410V5BH	ENSP00000223190	ENSPTRP00000033713
ENOG410V5BI	ENSP00000278317	ENSPTRP00000048311
ENOG410V5BJ	ENSP00000253115, ENSP00000354680	ENSPTRP00000017771, ENSPTRP00000056862
ENOG410V5BK	ENSP00000299320	ENSPTRP00000013194
ENOG410V5BM	ENSP00000324672	ENSPTRP00000013214
ENOG410V5BP	ENSP00000261772, ENSP00000244571	ENSPTRP00000053447, ENSPTRP00000031143
ENOG410V5BQ	ENSP00000470483, ENSP00000314153	ENSPTRP00000047282
ENOG410V5BS	ENSP00000363676	ENSPTRP00000000584
ENOG410V5BW	ENSP00000347486	ENSPTRP00000040579
ENOG410V5B1	ENSP00000354800	ENSPTRP00000014722
ENOG410V5B2	ENSP00000222254, ENSP00000274335, ENSP00000262741, ENSP00000471914	ENSPTRP00000018245, ENSPTRP00000001190, ENSPTRP00000029009
ENOG410V5B3	ENSP00000248070, ENSP00000360798	ENSPTRP00000001250, ENSPTRP00000018168
ENOG410V5B6	ENSP00000260363	ENSPTRP00000012362
ENOG410V5B8	ENSP00000329165, ENSP00000305263, ENSP00000264651, ENSP00000246635, ENSP00000308452, ENSP00000301653, ENSP00000251643, ENSP00000254043, ENSP00000310573, ENSP00000459559, ENSP00000301656, ENSP00000355124, ENSP00000167586	ENSPTRP00000015568, ENSPTRP00000015615, ENSPTRP00000015564, ENSPTRP00000015561, ENSPTRP00000015562, ENSPTRP00000015031, ENSPTRP00000015611, ENSPTRP00000041612, ENSPTRP00000015625, ENSPTRP00000015565, ENSPTRP00000015622, ENSPTRP00000015616
ENOG410WESM	ENSP00000409362, ENSP00000393278	ENSPTRP00000053088, ENSPTRP00000042031
ENOG410V66H	ENSP00000322270, ENSP00000459568, ENSP00000422533, ENSP00000340688	ENSPTRP00000018065, ENSPTRP00000027673, ENSPTRP00000052146
ENOG410W0TI	ENSP00000448038	ENSPTRP00000050914
ENOG410VJAZ	ENSP00000356793, ENSP00000356792	ENSPTRP00000002747, ENSPTRP00000002746
ENOG410VJAV	ENSP00000355084	ENSPTRP00000044565
ENOG410VJAT	ENSP00000261692	ENSPTRP00000049821
ENOG410VJAR	ENSP00000330509	ENSPTRP00000013253
ENOG410VJAS	ENSP00000396163	ENSPTRP00000007969
ENOG410VJAN	ENSP00000291568	ENSPTRP00000024032
ENOG410VJAG	ENSP00000321724	ENSPTRP00000018236
ENOG410VJA9	ENSP00000303710	ENSPTRP00000055592
ENOG410VJA6	ENSP00000290079	ENSPTRP00000036932
ENOG410VJA7	ENSP00000374562	ENSPTRP00000011008
ENOG410VJA3	ENSP00000356363	ENSPTRP00000051365
ENOG410VJA0	ENSP00000327732	ENSPTRP00000033360
ENOG410VJA1	ENSP00000250151, ENSP00000405533, ENSP00000377978	ENSPTRP00000053023, ENSPTRP00000059079
ENOG410VA08	ENSP00000333697	ENSPTRP00000006509
ENOG410VFG4	ENSP00000216223	ENSPTRP00000024676
ENOG410VFG6	ENSP00000402595, ENSP00000346916	ENSPTRP00000005730, ENSPTRP00000005727
ENOG410VFG0	ENSP00000380193	ENSPTRP00000010505
ENOG410VFGT	ENSP00000359940	ENSPTRP00000038359
ENOG410VFGU	ENSP00000356489	ENSPTRP00000031881
ENOG410VFGV	ENSP00000432622	ENSPTRP00000060482
ENOG410VFGW	ENSP00000320188	ENSPTRP00000019805
ENOG410VFGS	ENSP00000384832	ENSPTRP00000057107
ENOG410VFGE	ENSP00000274629	ENSPTRP00000029924
ENOG410VFGG	ENSP00000263379	ENSPTRP00000018055
ENOG410VFGJ	ENSP00000221496	ENSPTRP00000017388
ENOG410WI31	ENSP00000307513	ENSPTRP00000016139
ENOG410WI3E	ENSP00000455897, ENSP00000332124, ENSP00000239761	ENSPTRP00000003959
ENOG410WI3N	ENSP00000339168	ENSPTRP00000019977
ENOG410VA5Z	ENSP00000263697	ENSPTRP00000000746
ENOG410VA58	ENSP00000368632, ENSP00000345681	ENSPTRP00000054198, ENSPTRP00000043539
ENOG410V668	ENSP00000262103	ENSPTRP00000034649
ENOG410V733	ENSP00000276689	ENSPTRP00000035176
ENOG410V739	ENSP00000312311	ENSPTRP00000012677
ENOG410V73I	ENSP00000252037, ENSP00000458784	ENSPTRP00000032929
ENOG410WJAS	ENSP00000312439	ENSPTRP00000007502
ENOG410WJAT	ENSP00000216420	ENSPTRP00000010790
ENOG410WJAX	ENSP00000310670	ENSPTRP00000034364
ENOG410WJAF	ENSP00000311184	ENSPTRP00000059521
ENOG410WJAM	ENSP00000343479	ENSPTRP00000015730
ENOG410WJA2	ENSP00000449500	ENSPTRP00000053158
ENOG410VKEN	ENSP00000358491, ENSP00000471104	ENSPTRP00000038715
ENOG410VKEM	ENSP00000338293	ENSPTRP00000045055
ENOG410VKEG	ENSP00000465432	ENSPTRP00000018034
ENOG410VKEE	ENSP00000279058	ENSPTRP00000023288
ENOG410VKED	ENSP00000229379, ENSP00000404078	ENSPTRP00000009388, ENSPTRP00000059931
ENOG410VKEB	ENSP00000330070	ENSPTRP00000013028
ENOG410VKEV	ENSP00000303234	ENSPTRP00000010721
ENOG410VKEU	ENSP00000366223	ENSPTRP00000049283
ENOG410VKES	ENSP00000308430, ENSP00000341625	ENSPTRP00000017180, ENSPTRP00000014140
ENOG410VKER	ENSP00000225245, ENSP00000367605, ENSP00000457469, ENSP00000408984	ENSPTRP00000057009, ENSPTRP00000053003
ENOG410VKE7	ENSP00000339251	ENSPTRP00000018566
ENOG410VKE3	ENSP00000252543	ENSPTRP00000017588
ENOG410VKE1	ENSP00000417806	ENSPTRP00000025917
ENOG410VKE0	ENSP00000356989	ENSPTRP00000002631
ENOG410V4C8	ENSP00000331044	ENSPTRP00000004005
ENOG410V59A	ENSP00000355979	ENSPTRP00000003278
ENOG410V59B	ENSP00000318318	ENSPTRP00000012471
ENOG410V59I	ENSP00000288199	ENSPTRP00000012176
ENOG410V59K	ENSP00000333212, ENSP00000353820, ENSP00000252945, ENSP00000334592, ENSP00000301141, ENSP00000360247, ENSP00000285979, ENSP00000260682, ENSP00000360317, ENSP00000461178, ENSP00000332679, ENSP00000324648, ENSP00000360372, ENSP00000333534, ENSP00000301146	ENSPTRP00000005911, ENSPTRP00000004853, ENSPTRP00000004854, ENSPTRP00000061236, ENSPTRP00000024888, ENSPTRP00000028088, ENSPTRP00000057016, ENSPTRP00000018911, ENSPTRP00000018915, ENSPTRP00000001372, ENSPTRP00000005465, ENSPTRP00000004852
ENOG410V59J	ENSP00000461093, ENSP00000376767	ENSPTRP00000007356
ENOG410V59Q	ENSP00000309432	ENSPTRP00000015685
ENOG410V59P	ENSP00000402338	ENSPTRP00000031600
ENOG410V59U	ENSP00000278422	ENSPTRP00000056216
ENOG410V59W	ENSP00000378492, ENSP00000282753, ENSP00000344173, ENSP00000231188, ENSP00000420194, ENSP00000355316, ENSP00000306138, ENSP00000350348, ENSP00000363296	ENSPTRP00000033113, ENSPTRP00000025130, ENSPTRP00000031884, ENSPTRP00000043342, ENSPTRP00000051342, ENSPTRP00000030844, ENSPTRP00000007147, ENSPTRP00000030089
ENOG410V59Z	ENSP00000230053	ENSPTRP00000031329
ENOG410V593	ENSP00000381739, ENSP00000340677	ENSPTRP00000005004, ENSPTRP00000029544
ENOG410V595	ENSP00000361666, ENSP00000337335, ENSP00000367102	ENSPTRP00000059735, ENSPTRP00000031091, ENSPTRP00000044129
ENOG410V596	ENSP00000460086, ENSP00000444788	ENSPTRP00000028403
ENOG410V599	ENSP00000338013	ENSPTRP00000048647
ENOG410V598	ENSP00000262717	ENSPTRP00000017107
ENOG410VS1U	ENSP00000328232, ENSP00000409932, ENSP00000468046	ENSPTRP00000049386, ENSPTRP00000059197
ENOG410VA25	ENSP00000455169	ENSPTRP00000053581
ENOG410VA26	ENSP00000393324	ENSPTRP00000026075
ENOG410VA22	ENSP00000356621, ENSP00000259371, ENSP00000414259, ENSP00000403636	ENSPTRP00000058347, ENSPTRP00000002859, ENSPTRP00000056828
ENOG410VA28	ENSP00000407810, ENSP00000363993, ENSP00000372595, ENSP00000393744, ENSP00000412027, ENSP00000396813, ENSP00000270586, ENSP00000407233, ENSP00000372721	ENSPTRP00000030776, ENSPTRP00000014696
ENOG410VA29	ENSP00000353622, ENSP00000369131	ENSPTRP00000046774, ENSPTRP00000012490
ENOG410VA2D	ENSP00000343002	ENSPTRP00000009803
ENOG410VA2E	ENSP00000397259	ENSPTRP00000015763
ENOG410VA2F	ENSP00000230361	ENSPTRP00000031040
ENOG410VA2M	ENSP00000368976, ENSP00000393963, ENSP00000363647, ENSP00000301332, ENSP00000407885, ENSP00000471888	ENSPTRP00000013947, ENSPTRP00000030821, ENSPTRP00000035420
ENOG410VA2N	ENSP00000350331	ENSPTRP00000042898
ENOG410VA2H	ENSP00000360891, ENSP00000360876	ENSPTRP00000004778, ENSPTRP00000058295
ENOG410VA2I	ENSP00000388910, ENSP00000300659	ENSPTRP00000010557, ENSPTRP00000014100
ENOG410VA2J	ENSP00000386167, ENSP00000319546, ENSP00000420502	ENSPTRP00000060480
ENOG410VA2K	ENSP00000369075	ENSPTRP00000048583
ENOG410VA2U	ENSP00000368813	ENSPTRP00000037265
ENOG410VA2V	ENSP00000364946	ENSPTRP00000004041
ENOG410VA2W	ENSP00000352401	ENSPTRP00000057814
ENOG410VA2P	ENSP00000226105	ENSPTRP00000014885
ENOG410VA2X	ENSP00000205061	ENSPTRP00000041730
ENOG410VA2Y	ENSP00000258400	ENSPTRP00000022266
ENOG410VA2Z	ENSP00000378917, ENSP00000366843	ENSPTRP00000057308, ENSPTRP00000053641
ENOG410WEHY	ENSP00000307155, ENSP00000303712, ENSP00000372124, ENSP00000372105, ENSP00000372484, ENSP00000250831	ENSPTRP00000060371, ENSPTRP00000048388, ENSPTRP00000060317, ENSPTRP00000059123
ENOG410WEHX	ENSP00000394380	ENSPTRP00000060968
ENOG410WEHQ	ENSP00000383435	ENSPTRP00000049015
ENOG410WEHS	ENSP00000276344	ENSPTRP00000038567
ENOG410VJVI	ENSP00000293275	ENSPTRP00000015410
ENOG410VJVH	ENSP00000246515	ENSPTRP00000035289
ENOG410VJVC	ENSP00000357624	ENSPTRP00000031629
ENOG410VH2U	ENSP00000389964	ENSPTRP00000060544
ENOG410VH2Z	ENSP00000275767	ENSPTRP00000033788
ENOG410VMR8	ENSP00000218068, ENSP00000472606	ENSPTRP00000037595
ENOG410VMR3	ENSP00000367139	ENSPTRP00000061165
ENOG410VMRJ	ENSP00000176195	ENSPTRP00000048335
ENOG410VMRF	ENSP00000257696	ENSPTRP00000033669
ENOG410VRYH	ENSP00000365255, ENSP00000326572	ENSPTRP00000016804, ENSPTRP00000004027
ENOG410VISX	ENSP00000417674	ENSPTRP00000055534
ENOG410VWZM	ENSP00000330267	ENSPTRP00000012773
ENOG410VIS5	ENSP00000253461	ENSPTRP00000014395
ENOG410VIS9	ENSP00000234301	ENSPTRP00000020371
ENOG410WDNS	ENSP00000470149, ENSP00000472186, ENSP00000375639, ENSP00000471904, ENSP00000472608, ENSP00000470971, ENSP00000458632, ENSP00000472539, ENSP00000473133	ENSPTRP00000019661
ENOG410VGX3	ENSP00000369578	ENSPTRP00000035598
ENOG410VGXB	ENSP00000252809	ENSPTRP00000018266
ENOG410VGXD	ENSP00000353491	ENSPTRP00000019873
ENOG410VGXE	ENSP00000301399	ENSPTRP00000048509
ENOG410VGXF	ENSP00000301908	ENSPTRP00000034436
ENOG410VJCM	ENSP00000237527	ENSPTRP00000023134
ENOG410VJCI	ENSP00000272065	ENSPTRP00000019951
ENOG410V8I9	ENSP00000348043	ENSPTRP00000046801
ENOG410V7YV	ENSP00000362244	ENSPTRP00000052542
ENOG410VJC9	ENSP00000386359	ENSPTRP00000021726
ENOG410VAP6	ENSP00000277746	ENSPTRP00000055273
ENOG410VAP3	ENSP00000264832, ENSP00000221980, ENSP00000160262	ENSPTRP00000017828, ENSPTRP00000017827, ENSPTRP00000017837
ENOG410VAP1	ENSP00000393571, ENSP00000353557	ENSPTRP00000031669, ENSPTRP00000007305
ENOG410VAPG	ENSP00000330475	ENSPTRP00000027694
ENOG410WCRY	ENSP00000456010	ENSPTRP00000055846
ENOG410WCRG	ENSP00000332886	ENSPTRP00000028280
ENOG410VHEB	ENSP00000389160	ENSPTRP00000054899
ENOG410VHEJ	ENSP00000447537, ENSP00000447650	ENSPTRP00000008612
ENOG410VHEQ	ENSP00000303394	ENSPTRP00000028895
ENOG410VHEY	ENSP00000284240	ENSPTRP00000007508
ENOG410V8S2	ENSP00000362360, ENSP00000297857, ENSP00000314709	ENSPTRP00000023180, ENSPTRP00000053067, ENSPTRP00000035147
ENOG410V8S0	ENSP00000310226, ENSP00000387286	ENSPTRP00000020588, ENSPTRP00000006748
ENOG410V8S1	ENSP00000323421, ENSP00000471583, ENSP00000350036	ENSPTRP00000042717, ENSPTRP00000037651
ENOG410V8S7	ENSP00000326708	ENSPTRP00000008194, ENSPTRP00000005801
ENOG410V8S5	ENSP00000258034, ENSP00000275198, ENSP00000356908, ENSP00000275200	ENSPTRP00000031768, ENSPTRP00000049616
ENOG410V8S8	ENSP00000368727, ENSP00000363832	ENSPTRP00000048899, ENSPTRP00000020275
ENOG410V8S9	ENSP00000242576	ENSPTRP00000009190
ENOG410V8SC	ENSP00000356985	ENSPTRP00000002633
ENOG410V8SA	ENSP00000366827	ENSPTRP00000003948
ENOG410V8SG	ENSP00000261416, ENSP00000268097	ENSPTRP00000012396, ENSPTRP00000029093
ENOG410V8SE	ENSP00000222674	ENSPTRP00000032467
ENOG410V8SK	ENSP00000243457, ENSP00000288309, ENSP00000339960, ENSP00000457807, ENSP00000295101, ENSP00000328150, ENSP00000306497, ENSP00000357067	ENSPTRP00000002586, ENSPTRP00000061048, ENSPTRP00000057478, ENSPTRP00000016291, ENSPTRP00000053885, ENSPTRP00000007641, ENSPTRP00000021446
ENOG410V8SH	ENSP00000265299	ENSPTRP00000032542
ENOG410V8SN	ENSP00000335055	ENSPTRP00000040016
ENOG410V8SR	ENSP00000311165	ENSPTRP00000032543
ENOG410V8SP	ENSP00000219299	ENSPTRP00000013959
ENOG410V8SQ	ENSP00000219481	ENSPTRP00000012875
ENOG410V8SZ	ENSP00000016913	ENSPTRP00000006396
ENOG410V8SX	ENSP00000254719	ENSPTRP00000014573
ENOG410V8SY	ENSP00000377944, ENSP00000428619	ENSPTRP00000047268
ENOG410VF29	ENSP00000262269	ENSPTRP00000048538
ENOG410VF28	ENSP00000305065	ENSPTRP00000056652
ENOG410VF20	ENSP00000323795	ENSPTRP00000051492
ENOG410VF2N	ENSP00000162023	ENSPTRP00000018308
ENOG410VF2K	ENSP00000293230	ENSPTRP00000016462
ENOG410VF2J	ENSP00000341368	ENSPTRP00000031038
ENOG410VF2I	ENSP00000222308	ENSPTRP00000018274
ENOG410VF2H	ENSP00000446714	ENSPTRP00000008645
ENOG410VF2D	ENSP00000380598, ENSP00000454697	ENSPTRP00000057138
ENOG410VF2Z	ENSP00000221855	ENSPTRP00000018649
ENOG410VF2Y	ENSP00000375248	ENSPTRP00000027441
ENOG410VF2X	ENSP00000237275	ENSPTRP00000049558
ENOG410VF2U	ENSP00000300961	ENSPTRP00000017390
ENOG410VF2S	ENSP00000335201	ENSPTRP00000008398
ENOG410VF2R	ENSP00000373196, ENSP00000373195, ENSP00000346575, ENSP00000347418, ENSP00000401706	ENSPTRP00000026144, ENSPTRP00000057936
ENOG410VF2Q	ENSP00000225276	ENSPTRP00000054178
ENOG410VF2P	ENSP00000280020	ENSPTRP00000016970
ENOG410WEGY	ENSP00000427553	ENSPTRP00000060092
ENOG410VC6Y	ENSP00000302222, ENSP00000366273	ENSPTRP00000060364, ENSPTRP00000037502
ENOG410WFZG	ENSP00000343557	ENSPTRP00000000796
ENOG410WIEV	ENSP00000397351	ENSPTRP00000059273
ENOG410WIEY	ENSP00000247170, ENSP00000274867	ENSPTRP00000043060
ENOG410WIEB	ENSP00000439287	ENSPTRP00000023237
ENOG410W0PV	ENSP00000375476	ENSPTRP00000060884
ENOG410V64A	ENSP00000265572	ENSPTRP00000060930
ENOG410V64U	ENSP00000257915, ENSP00000263707, ENSP00000283628	ENSPTRP00000021253, ENSPTRP00000008451, ENSPTRP00000025410
ENOG410V64V	ENSP00000366690, ENSP00000458034	ENSPTRP00000035365
ENOG410V64Q	ENSP00000262395	ENSPTRP00000015252
ENOG410VGCZ	ENSP00000306869	ENSPTRP00000040211
ENOG410VGCF	ENSP00000308012	ENSPTRP00000056253
ENOG410V64S	ENSP00000277632	ENSPTRP00000003928
ENOG410WGZR	ENSP00000356607	ENSPTRP00000002867
ENOG410VHAG	ENSP00000328915, ENSP00000331921, ENSP00000346275, ENSP00000350358, ENSP00000349931	ENSPTRP00000052839, ENSPTRP00000052836, ENSPTRP00000052840, ENSPTRP00000000324
ENOG410VK80	ENSP00000298130	ENSPTRP00000010608
ENOG410VN9J	ENSP00000371553	ENSPTRP00000050483
ENOG410VN9H	ENSP00000360328, ENSP00000408204, ENSP00000415974, ENSP00000414253, ENSP00000360360, ENSP00000390070, ENSP00000400046, ENSP00000389513, ENSP00000392283, ENSP00000398559, ENSP00000410400, ENSP00000414509, ENSP00000411909	ENSPTRP00000047275, ENSPTRP00000061246, ENSPTRP00000047274
ENOG410VN9S	ENSP00000357736	ENSPTRP00000051751
ENOG410WBMC	ENSP00000443135	ENSPTRP00000060662
ENOG410V6PX	ENSP00000264808	ENSPTRP00000028170
ENOG410VXTR	ENSP00000367422	ENSPTRP00000010008
ENOG410V5RA	ENSP00000346627	ENSPTRP00000039652
ENOG410WFWN	ENSP00000346478	ENSPTRP00000040565
ENOG410WFWM	ENSP00000284987	ENSPTRP00000023799
ENOG410WFWQ	ENSP00000272643, ENSP00000406482	ENSPTRP00000048447, ENSPTRP00000049156
ENOG410WEYA	ENSP00000399356	ENSPTRP00000060876
ENOG410WEBX	ENSP00000398729	ENSPTRP00000059762
ENOG410VIEX	ENSP00000233468	ENSPTRP00000020111
ENOG410VIEQ	ENSP00000246105	ENSPTRP00000022492
ENOG410VIEP	ENSP00000394653	ENSPTRP00000039747
ENOG410VIER	ENSP00000342356	ENSPTRP00000027079
ENOG410VIEV	ENSP00000349709	ENSPTRP00000039447
ENOG410VIEB	ENSP00000259211	ENSPTRP00000021194
ENOG410VIEF	ENSP00000238044	ENSPTRP00000021098
ENOG410VIE8	ENSP00000393847	ENSPTRP00000053752
ENOG410VIE0	ENSP00000216225	ENSPTRP00000024839
ENOG410VIE3	ENSP00000360498	ENSPTRP00000048607
ENOG410VIE4	ENSP00000325564	ENSPTRP00000018780
ENOG410VIE7	ENSP00000295834	ENSPTRP00000020872
ENOG410V5DV	ENSP00000326342, ENSP00000265840	ENSPTRP00000028259, ENSPTRP00000047667
ENOG410V5DU	ENSP00000255087	ENSPTRP00000006861
ENOG410V5DQ	ENSP00000341139	ENSPTRP00000025753
ENOG410V5DZ	ENSP00000286063, ENSP00000420295, ENSP00000255266, ENSP00000334910, ENSP00000438284, ENSP00000347046, ENSP00000360502	ENSPTRP00000043194, ENSPTRP00000021668, ENSPTRP00000047814, ENSPTRP00000029740, ENSPTRP00000046931, ENSPTRP00000029739
ENOG410V5DD	ENSP00000369407, ENSP00000294454	ENSPTRP00000000381, ENSPTRP00000014884
ENOG410V5DB	ENSP00000355961	ENSPTRP00000051188
ENOG410V5DJ	ENSP00000310829	ENSPTRP00000004561
ENOG410V5DH	ENSP00000378295	ENSPTRP00000006469
ENOG410V5D0	ENSP00000261520	ENSPTRP00000012195
ENOG410V5D9	ENSP00000223127, ENSP00000282903, ENSP00000196061	ENSPTRP00000026673, ENSPTRP00000000303, ENSPTRP00000033426
ENOG410VSY6	ENSP00000410111, ENSP00000339973	ENSPTRP00000050927
ENOG410V914	ENSP00000215793	ENSPTRP00000049734
ENOG410V917	ENSP00000407509, ENSP00000384610	ENSPTRP00000017679, ENSPTRP00000036997
ENOG410V916	ENSP00000393860, ENSP00000357986	ENSPTRP00000005326, ENSPTRP00000034548
ENOG410V910	ENSP00000349147	ENSPTRP00000004966
ENOG410V913	ENSP00000259569, ENSP00000261574	ENSPTRP00000010176, ENSPTRP00000049481
ENOG410V912	ENSP00000355560	ENSPTRP00000060023
ENOG410V919	ENSP00000404860, ENSP00000420182	ENSPTRP00000050972
ENOG410V918	ENSP00000372459	ENSPTRP00000017014
ENOG410VQ1X	ENSP00000410452	ENSPTRP00000000653
ENOG410V91U	ENSP00000323288	ENSPTRP00000011820
ENOG410V91W	ENSP00000323302, ENSP00000296484	ENSPTRP00000025877, ENSPTRP00000008979
ENOG410V91Q	ENSP00000345571	ENSPTRP00000022981
ENOG410V91P	ENSP00000375872	ENSPTRP00000022319
ENOG410V91S	ENSP00000359939	ENSPTRP00000050411
ENOG410V91R	ENSP00000388241, ENSP00000385545	ENSPTRP00000050967, ENSPTRP00000056755
ENOG410V91X	ENSP00000413074	ENSPTRP00000011943
ENOG410V91Z	ENSP00000195654, ENSP00000382104	ENSPTRP00000031407, ENSPTRP00000023902
ENOG410V91D	ENSP00000369962	ENSPTRP00000043061
ENOG410V91G	ENSP00000384554	ENSPTRP00000049848
ENOG410V91F	ENSP00000360412	ENSPTRP00000004845
ENOG410V91B	ENSP00000297267	ENSPTRP00000032009
ENOG410V91M	ENSP00000372193, ENSP00000234488	ENSPTRP00000000296, ENSPTRP00000012980
ENOG410V91N	ENSP00000322229, ENSP00000278840, ENSP00000278829	ENSPTRP00000044357, ENSPTRP00000006458, ENSPTRP00000006459
ENOG410V91I	ENSP00000288025	ENSPTRP00000014138
ENOG410V91J	ENSP00000448219, ENSP00000455619	ENSPTRP00000054257
ENOG410WGHS	ENSP00000340281	ENSPTRP00000005869
ENOG410VAI4	ENSP00000296525, ENSP00000417914	ENSPTRP00000028506
ENOG410VAI7	ENSP00000263390, ENSP00000386951	ENSPTRP00000018177
ENOG410VAI6	ENSP00000284224, ENSP00000262622	ENSPTRP00000016902, ENSPTRP00000018502
ENOG410VAI3	ENSP00000435416, ENSP00000436004	ENSPTRP00000059964, ENSPTRP00000060934
ENOG410VAI9	ENSP00000342380	ENSPTRP00000026467
ENOG410VAIE	ENSP00000039989	ENSPTRP00000006108
ENOG410V7BB	ENSP00000338487, ENSP00000264968	ENSPTRP00000021019, ENSPTRP00000030104
ENOG410V7BA	ENSP00000254630	ENSPTRP00000040563
ENOG410V7BF	ENSP00000371497	ENSPTRP00000028774
ENOG410V7BG	ENSP00000429065	ENSPTRP00000034448
ENOG410V7BD	ENSP00000315035	ENSPTRP00000034772
ENOG410V7BE	ENSP00000365931	ENSPTRP00000015881
ENOG410V7BJ	ENSP00000441823, ENSP00000217086, ENSP00000251020, ENSP00000461114	ENSPTRP00000013842, ENSPTRP00000017207, ENSPTRP00000023450
ENOG410V7BK	ENSP00000373610	ENSPTRP00000013426
ENOG410V7BH	ENSP00000272369, ENSP00000453793, ENSP00000452854	ENSPTRP00000011784, ENSPTRP00000019234, ENSPTRP00000020597
ENOG410V7BI	ENSP00000351155, ENSP00000368237, ENSP00000381844	ENSPTRP00000020340, ENSPTRP00000046065, ENSPTRP00000006545
ENOG410V7BN	ENSP00000352734	ENSPTRP00000031704
ENOG410V7BM	ENSP00000323584	ENSPTRP00000017195
ENOG410V7BR	ENSP00000438863	ENSPTRP00000003302
ENOG410V7BS	ENSP00000252011	ENSPTRP00000052160
ENOG410V7BP	ENSP00000293813, ENSP00000363480, ENSP00000365272, ENSP00000345731	ENSPTRP00000014780, ENSPTRP00000027175, ENSPTRP00000037814, ENSPTRP00000058073
ENOG410V7BV	ENSP00000260056	ENSPTRP00000007095
ENOG410V7BW	ENSP00000366522	ENSPTRP00000035433
ENOG410V7BT	ENSP00000351885	ENSPTRP00000048808
ENOG410V7BU	ENSP00000338190, ENSP00000393511, ENSP00000310309	ENSPTRP00000040930, ENSPTRP00000029725, ENSPTRP00000027384
ENOG410V7BZ	ENSP00000373853, ENSP00000249363, ENSP00000278198	ENSPTRP00000033656, ENSPTRP00000019491, ENSPTRP00000006103
ENOG410V7BX	ENSP00000375956	ENSPTRP00000059182
ENOG410V7B2	ENSP00000246957	ENSPTRP00000013166
ENOG410V7B3	ENSP00000347744, ENSP00000384880	ENSPTRP00000020066, ENSPTRP00000035196
ENOG410V7B0	ENSP00000260803	ENSPTRP00000026602
ENOG410V7B1	ENSP00000417190	ENSPTRP00000015074
ENOG410V7B6	ENSP00000219368	ENSPTRP00000014259
ENOG410V7B7	ENSP00000369785	ENSPTRP00000037151
ENOG410V7B4	ENSP00000299238	ENSPTRP00000050327
