ENOG410VA9E	ENSP00000425556, ENSP00000351790	ENSMUSP00000034057, ENSMUSP00000093240
ENOG410VHDT	ENSP00000253788	ENSMUSP00000090305
ENOG410V8C2	ENSP00000333938	ENSMUSP00000037120
ENOG410V8C3	ENSP00000357086	ENSMUSP00000091861
ENOG410V8C1	ENSP00000241502	ENSMUSP00000023489
ENOG410V8C5	ENSP00000396774	ENSMUSP00000110769
ENOG410V8C9	ENSP00000264260	ENSMUSP00000027237
ENOG410V8CR	ENSP00000444565	ENSMUSP00000047600
ENOG410V8CQ	ENSP00000353249	ENSMUSP00000110348
ENOG410V8CT	ENSP00000209884, ENSP00000343930	ENSMUSP00000107238, ENSMUSP00000101194
ENOG410V8CZ	ENSP00000358033	ENSMUSP00000093393
ENOG410V8CY	ENSP00000259477	ENSMUSP00000088516
ENOG410V8CB	ENSP00000254663	ENSMUSP00000027532
ENOG410V8CA	ENSP00000225296	ENSMUSP00000104167
ENOG410V8CF	ENSP00000382595	ENSMUSP00000031160
ENOG410V8CD	ENSP00000249356	ENSMUSP00000015049
ENOG410V8CH	ENSP00000356529	ENSMUSP00000027748
ENOG410V8CI	ENSP00000385045, ENSP00000333633, ENSP00000278823	ENSMUSP00000105348, ENSMUSP00000093959, ENSMUSP00000068931
ENOG410V8CM	ENSP00000301463	ENSMUSP00000121493
ENOG410WFPX	ENSP00000289921, ENSP00000358251	ENSMUSP00000048903
ENOG410WFPU	ENSP00000321347	ENSMUSP00000028279
ENOG410VF9K	ENSP00000382030	ENSMUSP00000128854
ENOG410VF9C	ENSP00000257632	ENSMUSP00000062312
ENOG410VF9Z	ENSP00000388550	ENSMUSP00000058630
ENOG410VF9X	ENSP00000259873, ENSP00000402718, ENSP00000415703, ENSP00000383438, ENSP00000397790, ENSP00000414972, ENSP00000398494	ENSMUSP00000025305
ENOG410VF9Y	ENSP00000193322	ENSMUSP00000035516
ENOG410VG3C	ENSP00000270517	ENSMUSP00000096537
ENOG410VG32	ENSP00000400592	ENSMUSP00000086048
ENOG410VG36	ENSP00000330049	ENSMUSP00000056851
ENOG410VEWC	ENSP00000429896	ENSMUSP00000132846
ENOG410VEWD	ENSP00000356859	ENSMUSP00000028005
ENOG410VEW7	ENSP00000350162, ENSP00000283141	ENSMUSP00000079909, ENSMUSP00000115127
ENOG410VEW4	ENSP00000325775	ENSMUSP00000076367
ENOG410V7GY	ENSP00000353910	ENSMUSP00000054530
ENOG410V7GX	ENSP00000202967	ENSMUSP00000107697
ENOG410V7GS	ENSP00000007264	ENSMUSP00000043825
ENOG410V7GN	ENSP00000273482, ENSP00000369003, ENSP00000426070, ENSP00000368966, ENSP00000340913, ENSP00000262839	ENSMUSP00000022023, ENSMUSP00000057965, ENSMUSP00000029271, ENSMUSP00000029311, ENSMUSP00000057640, ENSMUSP00000049063
ENOG410V7GI	ENSP00000361048	ENSMUSP00000030469
ENOG410V7GH	ENSP00000350353	ENSMUSP00000042102
ENOG410V7GK	ENSP00000355205, ENSP00000374212, ENSP00000262518	ENSMUSP00000051845, ENSMUSP00000063817, ENSMUSP00000049038
ENOG410V7GE	ENSP00000264595	ENSMUSP00000033920
ENOG410V7GG	ENSP00000329214, ENSP00000336733	ENSMUSP00000068598, ENSMUSP00000099882
ENOG410V7GF	ENSP00000354294, ENSP00000303963, ENSP00000458537	ENSMUSP00000034368, ENSMUSP00000034435
ENOG410V7GA	ENSP00000368964	ENSMUSP00000108090
ENOG410V7G9	ENSP00000322435, ENSP00000384563	ENSMUSP00000084048, ENSMUSP00000054752, ENSMUSP00000084047, ENSMUSP00000048740, ENSMUSP00000055724
ENOG410V7G8	ENSP00000254730	ENSMUSP00000131207
ENOG410V7G5	ENSP00000406598	ENSMUSP00000047235
ENOG410V7G4	ENSP00000315386, ENSP00000365172	ENSMUSP00000039313, ENSMUSP00000064500
ENOG410V7G7	ENSP00000339109	ENSMUSP00000014499
ENOG410V7G3	ENSP00000356828	ENSMUSP00000043724
ENOG410V7G2	ENSP00000338624	ENSMUSP00000039546
ENOG410VCT0	ENSP00000369871	ENSMUSP00000070504
ENOG410VCT3	ENSP00000343298	ENSMUSP00000030471
ENOG410VCT7	ENSP00000215368	ENSMUSP00000003154
ENOG410VCTR	ENSP00000332034	ENSMUSP00000055253
ENOG410VCTV	ENSP00000348298	ENSMUSP00000067603
ENOG410VCTW	ENSP00000441093, ENSP00000377311	ENSMUSP00000010348
ENOG410VCTX	ENSP00000376010	ENSMUSP00000086164
ENOG410VCTY	ENSP00000344242	ENSMUSP00000038569
ENOG410VCTA	ENSP00000310796	ENSMUSP00000020346
ENOG410VCTD	ENSP00000228437	ENSMUSP00000041942
ENOG410VCTG	ENSP00000352248	ENSMUSP00000034052
ENOG410VCTH	ENSP00000372985, ENSP00000404450, ENSP00000393693, ENSP00000398741, ENSP00000410481, ENSP00000404014, ENSP00000365285, ENSP00000395102	ENSMUSP00000025262
ENOG410VCTI	ENSP00000253452	ENSMUSP00000034276
ENOG410VCTN	ENSP00000360899	ENSMUSP00000030274
ENOG410VHQ2	ENSP00000324323	ENSMUSP00000014220
ENOG410VHQX	ENSP00000301242	ENSMUSP00000035642
ENOG410VHQZ	ENSP00000302648	ENSMUSP00000046512
ENOG410VHQT	ENSP00000284727, ENSP00000377878	ENSMUSP00000136537, ENSMUSP00000018914, ENSMUSP00000075057
ENOG410VHQW	ENSP00000265073	ENSMUSP00000022816
ENOG410VHQK	ENSP00000366528	ENSMUSP00000060863
ENOG410VHQB	ENSP00000223864	ENSMUSP00000016639
ENOG410V6G2	ENSP00000359606	ENSMUSP00000096136
ENOG410V4HN	ENSP00000287169, ENSP00000384716	ENSMUSP00000048198, ENSMUSP00000076224
ENOG410V4HF	ENSP00000455790, ENSP00000330098	ENSMUSP00000023219
ENOG410V6VE	ENSP00000396160, ENSP00000344087	ENSMUSP00000063879, ENSMUSP00000125349
ENOG410W1T1	ENSP00000261037	ENSMUSP00000086745
ENOG410V6VR	ENSP00000238112, ENSP00000413493	ENSMUSP00000068148, ENSMUSP00000030901
ENOG410V6VQ	ENSP00000381089	ENSMUSP00000078050
ENOG410V6VP	ENSP00000222120, ENSP00000360718, ENSP00000222256, ENSP00000282878	ENSMUSP00000111008, ENSMUSP00000003502, ENSMUSP00000132945, ENSMUSP00000034301
ENOG410V4H9	ENSP00000351015	ENSMUSP00000071289
ENOG410V4H1	ENSP00000322845, ENSP00000322915, ENSP00000349708, ENSP00000372322	ENSMUSP00000068197, ENSMUSP00000022511, ENSMUSP00000045366, ENSMUSP00000101714
ENOG410WFGZ	ENSP00000338533	ENSMUSP00000022751
ENOG410WFGN	ENSP00000358374	ENSMUSP00000044898
ENOG410WFGH	ENSP00000230419	ENSMUSP00000043703
ENOG410WFGG	ENSP00000363571, ENSP00000360120	ENSMUSP00000095665, ENSMUSP00000021918
ENOG410V6V8	ENSP00000334952, ENSP00000406367, ENSP00000376384	ENSMUSP00000026548, ENSMUSP00000033876, ENSMUSP00000030971
ENOG410V5VN	ENSP00000274711, ENSP00000295057	ENSMUSP00000020400, ENSMUSP00000089225
ENOG410V4GA	ENSP00000221459, ENSP00000278193	ENSMUSP00000028583, ENSMUSP00000003971
ENOG410V5VY	ENSP00000336914, ENSP00000394487, ENSP00000364277	ENSMUSP00000125174, ENSMUSP00000048692, ENSMUSP00000109093, ENSMUSP00000026296
ENOG410V5VT	ENSP00000385276, ENSP00000429430, ENSP00000403954	ENSMUSP00000016294, ENSMUSP00000033965, ENSMUSP00000099865
ENOG410V6S0	ENSP00000361418	ENSMUSP00000035989
ENOG410V6S2	ENSP00000368464	ENSMUSP00000103690
ENOG410V9AE	ENSP00000265440	ENSMUSP00000031533
ENOG410V9AD	ENSP00000286788	ENSMUSP00000026704
ENOG410V9AG	ENSP00000245323	ENSMUSP00000001319
ENOG410V9AF	ENSP00000262992, ENSP00000074304	ENSMUSP00000027287, ENSMUSP00000044466
ENOG410V9AA	ENSP00000376633, ENSP00000386222	ENSMUSP00000074914, ENSMUSP00000093654, ENSMUSP00000052043
ENOG410V9AC	ENSP00000310814	ENSMUSP00000110609
ENOG410V9AB	ENSP00000263354, ENSP00000366225	ENSMUSP00000028926, ENSMUSP00000006181
ENOG410V9AM	ENSP00000254605	ENSMUSP00000095752
ENOG410V9AN	ENSP00000358903	ENSMUSP00000026012
ENOG410V9AI	ENSP00000263317	ENSMUSP00000032781
ENOG410V9AH	ENSP00000392094	ENSMUSP00000021306
ENOG410V9AK	ENSP00000266646	ENSMUSP00000053977
ENOG410V9AJ	ENSP00000265379	ENSMUSP00000131146
ENOG410V9AU	ENSP00000366620	ENSMUSP00000030830
ENOG410V9AT	ENSP00000284322	ENSMUSP00000036257
ENOG410V9AW	ENSP00000456843, ENSP00000366565	ENSMUSP00000077856
ENOG410V9AV	ENSP00000457421	ENSMUSP00000079664
ENOG410V9AQ	ENSP00000360035	ENSMUSP00000061402
ENOG410V9AP	ENSP00000256452	ENSMUSP00000129781
ENOG410V9AS	ENSP00000286544	ENSMUSP00000021659
ENOG410V9AY	ENSP00000457522, ENSP00000360183	ENSMUSP00000085218
ENOG410V9AX	ENSP00000273352	ENSMUSP00000023437
ENOG410V9AZ	ENSP00000354033, ENSP00000365851	ENSMUSP00000028071, ENSMUSP00000018681
ENOG410V9A4	ENSP00000258886, ENSP00000309477	ENSMUSP00000100038, ENSMUSP00000034843
ENOG410V9A7	ENSP00000390153	ENSMUSP00000019932
ENOG410V9A6	ENSP00000361998, ENSP00000312709	ENSMUSP00000096867, ENSMUSP00000065645, ENSMUSP00000009740
ENOG410V9A0	ENSP00000345629, ENSP00000351908, ENSP00000382423, ENSP00000350195	ENSMUSP00000104890, ENSMUSP00000030677, ENSMUSP00000033665, ENSMUSP00000093485
ENOG410V9A2	ENSP00000415900	ENSMUSP00000058045
ENOG410V9A9	ENSP00000224237, ENSP00000363071	ENSMUSP00000027409, ENSMUSP00000028062
ENOG410V9A8	ENSP00000355923, ENSP00000330276	ENSMUSP00000027898, ENSMUSP00000082197
ENOG410WHZE	ENSP00000357794	ENSMUSP00000069525
ENOG410WHZ8	ENSP00000274134	ENSMUSP00000106038
ENOG410WJ6D	ENSP00000323645	ENSMUSP00000025294
ENOG410WJ6H	ENSP00000316779	ENSMUSP00000025239
ENOG410WJ6W	ENSP00000418210	ENSMUSP00000104889
ENOG410WG8N	ENSP00000321498	ENSMUSP00000087709
ENOG410WG8X	ENSP00000289932, ENSP00000370543, ENSP00000266088, ENSP00000236495	ENSMUSP00000109608, ENSMUSP00000099780, ENSMUSP00000033035, ENSMUSP00000112597, ENSMUSP00000011178
ENOG410WG8W	ENSP00000379008	ENSMUSP00000054407
ENOG410WG8R	ENSP00000311833, ENSP00000344648	ENSMUSP00000126111, ENSMUSP00000124569
ENOG410WG8P	ENSP00000464769	ENSMUSP00000129564
ENOG410WG85	ENSP00000256759	ENSMUSP00000022287
ENOG410V7RS	ENSP00000436424, ENSP00000441354, ENSP00000305970, ENSP00000365451, ENSP00000320077, ENSP00000328563	ENSMUSP00000080146, ENSMUSP00000085134, ENSMUSP00000085127, ENSMUSP00000085130, ENSMUSP00000055334, ENSMUSP00000108575, ENSMUSP00000074415
ENOG410V7RP	ENSP00000309148	ENSMUSP00000103600
ENOG410V7RQ	ENSP00000335304	ENSMUSP00000060346
ENOG410V7RV	ENSP00000387365	ENSMUSP00000001836
ENOG410V7RW	ENSP00000304032	ENSMUSP00000074872
ENOG410V7RY	ENSP00000455911, ENSP00000339030	ENSMUSP00000037971
ENOG410V7RB	ENSP00000275780, ENSP00000411099	ENSMUSP00000035961, ENSMUSP00000102554
ENOG410V7RC	ENSP00000420127, ENSP00000243298	ENSMUSP00000049739, ENSMUSP00000123325
ENOG410V7RF	ENSP00000300056	ENSMUSP00000032761
ENOG410V7RG	ENSP00000308332	ENSMUSP00000119261
ENOG410V7RD	ENSP00000384892	ENSMUSP00000048719
ENOG410V7RE	ENSP00000366506	ENSMUSP00000038170
ENOG410V7RJ	ENSP00000373827	ENSMUSP00000027128
ENOG410V7RK	ENSP00000304192, ENSP00000347931	ENSMUSP00000021567, ENSMUSP00000109245
ENOG410V7RH	ENSP00000230256	ENSMUSP00000064469, ENSMUSP00000082032
ENOG410V7RI	ENSP00000358207, ENSP00000234392	ENSMUSP00000035976, ENSMUSP00000134642
ENOG410V7RM	ENSP00000295488, ENSP00000264233	ENSMUSP00000041599, ENSMUSP00000059757
ENOG410V7R2	ENSP00000248598	ENSMUSP00000046131
ENOG410V7R3	ENSP00000261647	ENSMUSP00000054367
ENOG410V7R0	ENSP00000442057	ENSMUSP00000035245
ENOG410V7R1	ENSP00000342019	ENSMUSP00000036663
ENOG410V7R6	ENSP00000433459	ENSMUSP00000102824
ENOG410V7R7	ENSP00000387100	ENSMUSP00000109975
ENOG410V7R4	ENSP00000340995	ENSMUSP00000009814
ENOG410V7R5	ENSP00000371846	ENSMUSP00000079395
ENOG410V7R8	ENSP00000280904, ENSP00000257198, ENSP00000353608	ENSMUSP00000111514, ENSMUSP00000042303, ENSMUSP00000042905
ENOG410VFCI	ENSP00000343890, ENSP00000328070	ENSMUSP00000049732, ENSMUSP00000030950
ENOG410VFCK	ENSP00000324025	ENSMUSP00000031051
ENOG410VFCN	ENSP00000305852	ENSMUSP00000029377
ENOG410VDMJ	ENSP00000256447	ENSMUSP00000022124
ENOG410VDMK	ENSP00000247881	ENSMUSP00000044089
ENOG410VDMN	ENSP00000379383	ENSMUSP00000031222
ENOG410VDMA	ENSP00000298299	ENSMUSP00000078685
ENOG410VDMC	ENSP00000392726	ENSMUSP00000017126
ENOG410VDMX	ENSP00000341360	ENSMUSP00000099787
ENOG410VDMZ	ENSP00000282478	ENSMUSP00000108391
ENOG410VDMQ	ENSP00000333188	ENSMUSP00000053297
ENOG410VDMR	ENSP00000298642	ENSMUSP00000060325
ENOG410VDMU	ENSP00000334940	ENSMUSP00000096209
ENOG410VDMV	ENSP00000343040, ENSP00000296503	ENSMUSP00000065940, ENSMUSP00000082682
ENOG410VDMW	ENSP00000332750	ENSMUSP00000040248
ENOG410VDM8	ENSP00000290795	ENSMUSP00000030460
ENOG410VDM9	ENSP00000397440, ENSP00000399446, ENSP00000390497, ENSP00000410849, ENSP00000397073, ENSP00000395598, ENSP00000343695, ENSP00000391445	ENSMUSP00000057928
ENOG410VDM0	ENSP00000262888	ENSMUSP00000133065
ENOG410VDM1	ENSP00000366534	ENSMUSP00000036591
ENOG410VDM3	ENSP00000296741	ENSMUSP00000044608
ENOG410VDM6	ENSP00000168712	ENSMUSP00000056752
ENOG410VDM7	ENSP00000301458	ENSMUSP00000002379
ENOG410V9H8	ENSP00000455469	ENSMUSP00000020016
ENOG410VAK9	ENSP00000293261	ENSMUSP00000070405
ENOG410VAKQ	ENSP00000301974	ENSMUSP00000070925
ENOG410VAKV	ENSP00000352992	ENSMUSP00000091678
ENOG410VAKY	ENSP00000216117	ENSMUSP00000005548
ENOG410VA20	ENSP00000343199	ENSMUSP00000105674
ENOG410VA21	ENSP00000263257, ENSP00000438875	ENSMUSP00000021438, ENSMUSP00000032571
ENOG410VA23	ENSP00000249910	ENSMUSP00000032469
ENOG410VA2S	ENSP00000320869, ENSP00000332152	ENSMUSP00000037055
ENOG410V47R	ENSP00000360560	ENSMUSP00000109175
ENOG410V47P	ENSP00000300954, ENSP00000308024, ENSP00000268171, ENSP00000325917, ENSP00000262545, ENSP00000305056, ENSP00000446280	ENSMUSP00000020340, ENSMUSP00000028905, ENSMUSP00000022075, ENSMUSP00000102985, ENSMUSP00000047508, ENSMUSP00000025618, ENSMUSP00000053742
ENOG410V47Q	ENSP00000224337, ENSP00000461050	ENSMUSP00000057844
ENOG410V6TK	ENSP00000328230, ENSP00000246549, ENSP00000410925	ENSMUSP00000052600, ENSMUSP00000092163
ENOG410V6TJ	ENSP00000218099, ENSP00000364709	ENSMUSP00000033821, ENSMUSP00000033477
ENOG410V6TC	ENSP00000380336	ENSMUSP00000030117
ENOG410V6TU	ENSP00000378505, ENSP00000354856, ENSP00000316948, ENSP00000394734, ENSP00000460443	ENSMUSP00000113390, ENSMUSP00000090820, ENSMUSP00000034868, ENSMUSP00000067341
ENOG410V6TW	ENSP00000315203	ENSMUSP00000052871
ENOG410V6TV	ENSP00000258302	ENSMUSP00000045715
ENOG410V6TS	ENSP00000384084, ENSP00000382064	ENSMUSP00000126194, ENSMUSP00000111498
ENOG410V6T5	ENSP00000359507	ENSMUSP00000107678
ENOG410V6T4	ENSP00000351482, ENSP00000454378	ENSMUSP00000105593
ENOG410V6T7	ENSP00000303754	ENSMUSP00000029382
ENOG410V6T0	ENSP00000454303	ENSMUSP00000094042
ENOG410V8UU	ENSP00000305785	ENSMUSP00000059654
ENOG410VF0E	ENSP00000301490	ENSMUSP00000025802
ENOG410V9T9	ENSP00000296677	ENSMUSP00000022185
ENOG410V9T2	ENSP00000304376	ENSMUSP00000046188
ENOG410V9T3	ENSP00000303356	ENSMUSP00000026144, ENSMUSP00000026148
ENOG410V9T0	ENSP00000425840, ENSP00000295317, ENSP00000430237	ENSMUSP00000050388, ENSMUSP00000077610, ENSMUSP00000099837
ENOG410V9T1	ENSP00000387924, ENSP00000372791, ENSP00000372991, ENSP00000403495, ENSP00000395976, ENSP00000395895, ENSP00000402413	ENSMUSP00000025266
ENOG410V9T4	ENSP00000264220	ENSMUSP00000120632
ENOG410V9T5	ENSP00000264982	ENSMUSP00000091312
ENOG410V9TZ	ENSP00000317144	ENSMUSP00000022650
ENOG410V9TX	ENSP00000325663	ENSMUSP00000041173
ENOG410V9TY	ENSP00000288912	ENSMUSP00000113309
ENOG410V9TR	ENSP00000315774	ENSMUSP00000074600
ENOG410V9TP	ENSP00000410396	ENSMUSP00000110011
ENOG410V9TQ	ENSP00000382713	ENSMUSP00000070906
ENOG410V9TV	ENSP00000316681	ENSMUSP00000096578
ENOG410V9TT	ENSP00000410083	ENSMUSP00000037955
ENOG410V9TU	ENSP00000370303	ENSMUSP00000030110
ENOG410V9TJ	ENSP00000351137	ENSMUSP00000019614
ENOG410V9TH	ENSP00000310036	ENSMUSP00000016638
ENOG410V9TI	ENSP00000329715	ENSMUSP00000020741
ENOG410V9TN	ENSP00000261683	ENSMUSP00000128471
ENOG410V9TM	ENSP00000306864	ENSMUSP00000045162
ENOG410V9TB	ENSP00000332613	ENSMUSP00000034512
ENOG410V9TC	ENSP00000313159	ENSMUSP00000055692, ENSMUSP00000044675
ENOG410V9TA	ENSP00000239690	ENSMUSP00000042746
ENOG410V9TF	ENSP00000311430	ENSMUSP00000034966
ENOG410V9TG	ENSP00000414711, ENSP00000398252, ENSP00000396427, ENSP00000397896, ENSP00000398756, ENSP00000211413, ENSP00000389058, ENSP00000405389	ENSMUSP00000015620
ENOG410V9TE	ENSP00000318270	ENSMUSP00000028855
ENOG410VEQR	ENSP00000308236	ENSMUSP00000124719
ENOG410VEQU	ENSP00000343081	ENSMUSP00000044075
ENOG410VEQV	ENSP00000240306	ENSMUSP00000021241
ENOG410VEQI	ENSP00000319574	ENSMUSP00000021089
ENOG410VEQM	ENSP00000378506	ENSMUSP00000056551
ENOG410VEQC	ENSP00000361373	ENSMUSP00000052316
ENOG410VEQB	ENSP00000352420	ENSMUSP00000039950, ENSMUSP00000068471
ENOG410VEQD	ENSP00000356925	ENSMUSP00000091895
ENOG410VEQF	ENSP00000219660	ENSMUSP00000033023
ENOG410VEQ0	ENSP00000340328	ENSMUSP00000056313
ENOG410VEQ3	ENSP00000377298	ENSMUSP00000081912
ENOG410VEQ5	ENSP00000361524	ENSMUSP00000028205
ENOG410VEQ4	ENSP00000328598	ENSMUSP00000043078
ENOG410VEQ7	ENSP00000215781	ENSMUSP00000074708
ENOG410VBG3	ENSP00000376865	ENSMUSP00000128388
ENOG410VBGG	ENSP00000261965	ENSMUSP00000000776
ENOG410VBGY	ENSP00000250615	ENSMUSP00000122895
ENOG410VNDX	ENSP00000339511	ENSMUSP00000043734
ENOG410V42I	ENSP00000370568	ENSMUSP00000079575
ENOG410V42J	ENSP00000358309, ENSP00000351209, ENSP00000281821, ENSP00000275815, ENSP00000337451, ENSP00000332118, ENSP00000363763, ENSP00000273854, ENSP00000381097	ENSMUSP00000101471, ENSMUSP00000027451, ENSMUSP00000006112, ENSMUSP00000029964, ENSMUSP00000060646, ENSMUSP00000035129, ENSMUSP00000073099, ENSMUSP00000066554, ENSMUSP00000006614
ENOG410V42U	ENSP00000357442	ENSMUSP00000103036
ENOG410V42W	ENSP00000225792, ENSP00000380033	ENSMUSP00000021062, ENSMUSP00000055535
ENOG410V42Q	ENSP00000253669	ENSMUSP00000040802
ENOG410V42P	ENSP00000360689, ENSP00000311579	ENSMUSP00000025729, ENSMUSP00000033929
ENOG410V42S	ENSP00000326227, ENSP00000340466	ENSMUSP00000116898, ENSMUSP00000093965
ENOG410W1SC	ENSP00000351100	ENSMUSP00000039010
ENOG410V7ZY	ENSP00000327133	ENSMUSP00000036081, ENSMUSP00000137023
ENOG410V7Z1	ENSP00000278919	ENSMUSP00000034630
ENOG410VATF	ENSP00000355517	ENSMUSP00000038914
ENOG410VATG	ENSP00000321731	ENSMUSP00000112932
ENOG410VATD	ENSP00000457376, ENSP00000361032	ENSMUSP00000015017
ENOG410VATN	ENSP00000258403, ENSP00000308895, ENSP00000236137	ENSMUSP00000041683, ENSMUSP00000037561, ENSMUSP00000101050
ENOG410VATP	ENSP00000284440	ENSMUSP00000031131
ENOG410VATV	ENSP00000298355, ENSP00000355613	ENSMUSP00000106151, ENSMUSP00000040601
ENOG410VATW	ENSP00000225174, ENSP00000419425	ENSMUSP00000117987, ENSMUSP00000022419, ENSMUSP00000071686
ENOG410VATT	ENSP00000384053	ENSMUSP00000094083, ENSMUSP00000094082
ENOG410VATZ	ENSP00000192788, ENSP00000279907	ENSMUSP00000020112, ENSMUSP00000110499
ENOG410VATY	ENSP00000366058	ENSMUSP00000105560
ENOG410VAT0	ENSP00000312435	ENSMUSP00000079294
ENOG410VAT6	ENSP00000293922	ENSMUSP00000055984
ENOG410VAT7	ENSP00000259075	ENSMUSP00000077219
ENOG410VAT5	ENSP00000360310	ENSMUSP00000059056
ENOG410VAT8	ENSP00000348799	ENSMUSP00000036731
ENOG410VAT9	ENSP00000309871	ENSMUSP00000023756
ENOG410VJH0	ENSP00000273968	ENSMUSP00000050958
ENOG410VJHE	ENSP00000373509	ENSMUSP00000099706
ENOG410VJHD	ENSP00000276173	ENSMUSP00000098778
ENOG410VJHG	ENSP00000439128	ENSMUSP00000046219
ENOG410VJHT	ENSP00000359198	ENSMUSP00000016488
ENOG410VJHS	ENSP00000430000	ENSMUSP00000096882
ENOG410VJHR	ENSP00000273590	ENSMUSP00000045063
ENOG410VJHZ	ENSP00000364699, ENSP00000456434	ENSMUSP00000000175
ENOG410VC7E	ENSP00000365435	ENSMUSP00000030336
ENOG410VFNR	ENSP00000371307	ENSMUSP00000047776
ENOG410VFNP	ENSP00000327599	ENSMUSP00000059574
ENOG410VFNT	ENSP00000354834, ENSP00000469301	ENSMUSP00000063061
ENOG410VFNC	ENSP00000310594	ENSMUSP00000060509
ENOG410VFNG	ENSP00000375899, ENSP00000343023	ENSMUSP00000066399, ENSMUSP00000079095
ENOG410VFN2	ENSP00000389043, ENSP00000463100	ENSMUSP00000050881
ENOG410VFN0	ENSP00000361900	ENSMUSP00000018466
ENOG410V5P2	ENSP00000319250	ENSMUSP00000129055
ENOG410V5PN	ENSP00000295148	ENSMUSP00000082948
ENOG410V5PF	ENSP00000222792, ENSP00000386741	ENSMUSP00000107655, ENSMUSP00000035908
ENOG410V5PY	ENSP00000311005	ENSMUSP00000078087
ENOG410V5PS	ENSP00000251343, ENSP00000371994	ENSMUSP00000022831, ENSMUSP00000098098
ENOG410V5PQ	ENSP00000310193, ENSP00000386538, ENSP00000384996	ENSMUSP00000113307, ENSMUSP00000137980, ENSMUSP00000042660, ENSMUSP00000136453
ENOG410W1T4	ENSP00000352668	ENSMUSP00000050461
ENOG410V6S9	ENSP00000171757	ENSMUSP00000061296, ENSMUSP00000065588
ENOG410V6S4	ENSP00000378720	ENSMUSP00000022391
ENOG410V6S6	ENSP00000356581, ENSP00000369198, ENSP00000359686	ENSMUSP00000043055, ENSMUSP00000116634, ENSMUSP00000108019
ENOG410V6S7	ENSP00000385083	ENSMUSP00000010049
ENOG410WJN5	ENSP00000387282	ENSMUSP00000070250
ENOG410VKN5	ENSP00000258424	ENSMUSP00000079944, ENSMUSP00000038961
ENOG410VKNH	ENSP00000380254	ENSMUSP00000068772
ENOG410VKNM	ENSP00000247655	ENSMUSP00000136678, ENSMUSP00000115419
ENOG410VKNA	ENSP00000325655	ENSMUSP00000044253
ENOG410VKNR	ENSP00000371847	ENSMUSP00000096811
ENOG410VKNW	ENSP00000248378	ENSMUSP00000060892
ENOG410V6ST	ENSP00000278568, ENSP00000353864, ENSP00000314067	ENSMUSP00000023467, ENSMUSP00000033040, ENSMUSP00000033640
ENOG410V6SU	ENSP00000258962, ENSP00000229390	ENSMUSP00000120595, ENSMUSP00000031513
ENOG410V6SV	ENSP00000298715	ENSMUSP00000026068
ENOG410V6SM	ENSP00000291481	ENSMUSP00000007738
ENOG410V6SB	ENSP00000329360	ENSMUSP00000062540
ENOG410V568	ENSP00000355011	ENSMUSP00000001042
ENOG410V569	ENSP00000267953	ENSMUSP00000065612, ENSMUSP00000096087, ENSMUSP00000096086
ENOG410V564	ENSP00000299957	ENSMUSP00000077811
ENOG410V565	ENSP00000263073	ENSMUSP00000043555
ENOG410V562	ENSP00000299045, ENSP00000308708, ENSP00000470682, ENSP00000472446, ENSP00000392879, ENSP00000333711, ENSP00000335595	ENSMUSP00000020223, ENSMUSP00000038590, ENSMUSP00000028597, ENSMUSP00000077676
ENOG410V563	ENSP00000362386	ENSMUSP00000124031
ENOG410V56N	ENSP00000298351, ENSP00000355800, ENSP00000259746	ENSMUSP00000027800, ENSMUSP00000105816, ENSMUSP00000109151
ENOG410V56H	ENSP00000308597	ENSMUSP00000128874
ENOG410V56I	ENSP00000352047	ENSMUSP00000074115
ENOG410V56G	ENSP00000340279	ENSMUSP00000101759
ENOG410V56A	ENSP00000354109	ENSMUSP00000134259
ENOG410V56W	ENSP00000329471, ENSP00000386918, ENSP00000258739	ENSMUSP00000002855, ENSMUSP00000010974, ENSMUSP00000106359
ENOG410V56P	ENSP00000374183	ENSMUSP00000109804
ENOG410VBNW	ENSP00000260128, ENSP00000353007, ENSP00000258145	ENSMUSP00000085949, ENSMUSP00000085405, ENSMUSP00000043167
ENOG410VBN8	ENSP00000461864, ENSP00000471788, ENSP00000461071, ENSP00000470761, ENSP00000459387, ENSP00000469569, ENSP00000470386, ENSP00000471989, ENSP00000305524	ENSMUSP00000104267
ENOG410VBN3	ENSP00000310189, ENSP00000379364	ENSMUSP00000006424, ENSMUSP00000054452
ENOG410VBN1	ENSP00000354888	ENSMUSP00000129305
ENOG410VGEJ	ENSP00000312403	ENSMUSP00000071801, ENSMUSP00000073494, ENSMUSP00000053834, ENSMUSP00000071710, ENSMUSP00000077962, ENSMUSP00000060333, ENSMUSP00000073963, ENSMUSP00000052092
ENOG410VI06	ENSP00000365963, ENSP00000394056, ENSP00000407981, ENSP00000403557, ENSP00000373107, ENSP00000412297, ENSP00000411038, ENSP00000414808	ENSMUSP00000047202
ENOG410VI00	ENSP00000369581	ENSMUSP00000056720
ENOG410VI0D	ENSP00000312457	ENSMUSP00000132788
ENOG410VI0E	ENSP00000313422	ENSMUSP00000031351
ENOG410VI0I	ENSP00000357540	ENSMUSP00000026539
ENOG410VI0S	ENSP00000344192	ENSMUSP00000027061
ENOG410VI0Q	ENSP00000341213, ENSP00000454021	ENSMUSP00000029165
